name,url,First appearance,Latest appearance,Occupation(s),Residence,Gender,Color,Eye color,Portrayer,Appearance,Classification,Spouse,Parents,Children
Incidental 96,https://spongebob.fandom.com/wiki/Incidental_96,"""Valentine's Day""","['""Mooned!"" (SpongeBob SquarePants)', '""Pick Patrick\'s Path"" (The Patrick Star Show)']","['Soldier', 'Doctor']","Incidental 103's house, Bikini Bottom, Pacific Ocean",Female,"['Light tan', 'Beige', 'Dark tan']",White with black pupils,Jill Talley,,Fish,,,
Incidental 97,https://spongebob.fandom.com/wiki/Incidental_97,"""Valentine's Day""","['""The Dirty Bubble Bass"" (SpongeBob SquarePants)', '""A Patty in Time"" (The Patrick Star Show)']","['Businessman (original storyboard of ""Dying for Pie"")', 'Doctor']","Incidental 103's house, Bikini Bottom, Pacific Ocean",Male,"['Teal', 'Light teal', 'Dark teal', 'Faded teal']",White with black pupils,,,Fish,,,
Incidental 98,https://spongebob.fandom.com/wiki/Incidental_98,"""Valentine's Day""","['""Say Awww!"" (SpongeBob SquarePants)', '""Patrick Show Land"" (The Patrick Star Show)']",Associate at Bureau of Bureaucracy,"Bikini Bottom, Pacific Ocean",Unknown,"['Pinkish-tan', 'Light tan', 'Brownish-tan']",White with black pupils,Thomas F. Wilson,,Fish,,,
Incidental 99,https://spongebob.fandom.com/wiki/Incidental_99,"""Valentine's Day""","['""The Dirty Bubble Bass"" (SpongeBob SquarePants)', '""Patrick Show Land"" (The Patrick Star Show)']",Wrestler,"Bikini Bottom, Pacific Ocean",Male,"['Lavender', 'Dark purple', 'Purplish-gray', 'Gray']",White with black pupils,,,Fish,,,
Incidental 100,https://spongebob.fandom.com/wiki/Incidental_100,"""Valentine's Day""","['""Momageddon"" (SpongeBob SquarePants)', '""5 Star Restaurant"" (The Patrick Star Show)']",Camper,"Bikini Bottom, Pacific Ocean",Male,"['Blue-gray', 'Faded blue']",White with black pupils,,,Fish,,,
Incidental 101,https://spongebob.fandom.com/wiki/Incidental_101,"""Valentine's Day""","['""Mooned!"" (SpongeBob SquarePants)', '""Pick Patrick\'s Path"" (The Patrick Star Show)']","['Camper', 'Milkman']","Bikini Bottom, Pacific Ocean",Male,"['Red-orange', 'Light orange', 'Lavender', 'Dark orange']",White with black pupils,Tom Kenny,,Fish,,,
Incidental 102,https://spongebob.fandom.com/wiki/Incidental_102,"""Valentine's Day""","['""Allergy Attack!"" (SpongeBob SquarePants)', '""A Patty in Time"" (Incidental 102BABY) (The Patrick Star Show)']","['Krusty Krab employee (formerly)', 'Student']","['Bikini Bottom, Pacific Ocean', 'Bikini Bottomshire']",Female,Light blue,Black,Sirena Irwin,,Fish,,,
Incidental 103,https://spongebob.fandom.com/wiki/Incidental_103,"""Valentine's Day""","['Saving Bikini Bottom: The Sandy Cheeks Movie (storyboard) (SpongeBob SquarePants)', '""A Patty in Time"" (The Patrick Star Show)']","['Student', 'Farmer', 'Actor', 'Camper', 'Krusty Krab fry cook (formerly)']","[""Incidental 103's house, Bikini Bottom, Pacific Ocean"", 'New Kelp City', 'Dead Eye Gulch']",Male,Light orange,Black,"['Tom Kenny', 'Sara Paxton', 'Dee Bradley Baker', 'Jill Talley', 'Sirena Irwin']",,Fish,,,
Incidental 104,https://spongebob.fandom.com/wiki/Incidental_104,"""Valentine's Day""","['""Big League Bob"" (SpongeBob SquarePants)', '""Patrick Show Land"" (The Patrick Star Show)']","['Cashier at Discount Grocery Mart', ""Cashier at Barg'N-Mart"", 'Cashier at the supermarket', 'Scuttle-N-Save employee', 'Advertiser', 'Actor', 'Tank company employee', 'Office job', ""Buxton's servant"", 'Crowned Fwy Queen', 'Bank teller', 'Real estate agent', 'Student', 'Employee at Pets!']","['Bikini Bottom, Pacific Ocean', 'Dead Eye Gulch', 'Bikini Bottomshire', 'Dullsville']",Female,Light violet and lavender,Black,"['Lori Alan (""Tunnel of Glove"")', 'Mary Jo Catlett (""Séance Shméance"")', 'Carolyn Lawrence (""There\'s a Sponge in My Soup,"" ""Krabby Patty Creature Feature,"" and ""Movie Stars"")', 'Tom Kenny (""Breakin\'"")', 'Cree Summer (""Bummer Jobs"")']",,Fish,,,
Frank,https://spongebob.fandom.com/wiki/Frank_(Inc_105),"""Valentine's Day""","['Saving Bikini Bottom: The Sandy Cheeks Movie (storyboard) (SpongeBob SquarePants)', '""The Commode Episode"" (The Patrick Star Show)']","['Actor in Glove World! film', 'Krusty Krab fry cook', 'Member of the Empty Head Society', 'Battle re-enactor', 'Red soldier', 'Krusty Krab commercial crew member (formerly)', 'Bank teller', 'Student']","['Bikini Bottom, Pacific Ocean', 'Rock Bottom']",Male,Olive green and tan,Black,"['Tom Kenny', 'Bill Fagerbakke', 'Dee Bradley Baker', 'Doug Lawrence', 'Bob Joles']",,Mackerel,,,
Incidental 106,https://spongebob.fandom.com/wiki/Incidental_106,"""Valentine's Day""","['Saving Bikini Bottom: The Sandy Cheeks Movie (storyboard) (SpongeBob SquarePants)', '""Driven to Drive"" (The Patrick Star Show)']","['Choir Boy', 'Band member', 'Scientist', 'Sailor', 'Executive (""BusinessFish"" variant)', 'Basketball player', 'Battle re-enactor', 'Blue soldier', 'Krusty Krab commercial crew member (formerly)', 'Reporter', 'Truck driver', 'Bank teller', 'Prison guard', 'Football player', 'Member of the Empty Head Society', 'Student', 'Stair war solider']","['Bikini Bottom, Pacific Ocean', 'Inferno Island', 'Dullsville Senior Living, Dullsville']",Male,"['Brownish-gray', 'Light gray']",White with black pupils,"['Clancy Brown', 'Tom Kenny', 'Doug Lawrence', 'Dee Bradley Baker', 'Rodger Bumpass', 'Eban Schletter (""The Inmates of Summer"") (singing voice)']",,Mudskipper,,,
Steve,https://spongebob.fandom.com/wiki/Steve,"""Valentine's Day""","['Saving Bikini Bottom: The Sandy Cheeks Movie (SpongeBob SquarePants)', '""A Patty in Time"" (The Patrick Star Show)']","['Cashier', 'Chef', 'Tanning lights operator', 'Sailor', 'Bellhop (Cashier 1)', 'Scythe salesman', 'Architect', 'Police officer', 'Lifeguard', 'Factory worker', 'Worker', 'Farmer', 'Photographer', 'Businessman (""BusinessFish"" variant)', 'Executive (""BusinessFish"" variant)', ""Music school headmistress's assistant"", 'Sky writer', 'Prison guard', 'Choir boy', 'Actor', 'Scoutmaster', 'Firefighter', 'Rock collector', 'Office job', 'Battle re-enactor', 'Red soldier', 'Driving instructor', 'Wrestling announcer (Driving instructor)', 'Referee', 'Pastor', 'Krusty Krab commercial crew member (formerly)', 'Cameraman', 'Ice cream man', 'Past president', 'Construction worker', 'Krusty Krab Stadium sewer control employee', 'Mailman', ""Towel boy at Larry's Gym"", 'Member of the Empty Head Society', 'CEO', 'Krusty Factory worker', 'Student', 'Marathon runner', 'Baker', 'Mechanic', 'Receptionist (Cashier 1)', 'Stair war solider']","['Bikini Bottom, Pacific Ocean', 'New Kelp City', 'Bikini Bottomshire', 'Dead Eye Gulch', 'Dullsville Senior Living, Dullsville', 'Cemetery']",Male,"['Light olive green', 'Brown', 'Light brown']",White with black pupils,"['Sirena Irwin (""Blackened Sponge"") (female)', 'Rodger Bumpass (""Welcome to the Bikini Bottom Triangle"" and ""Code Yellow"")', 'John Gegenhuber (""The Ballad of Filthy Muck"")Hidden content']",,Salmonidae,,,
Dale,https://spongebob.fandom.com/wiki/Dale,"""Valentine's Day""","['""Big League Bob"" (SpongeBob SquarePants)', '""Driven to Drive"" (The Patrick Star Show)']","['Choir boy', 'Carnie', 'Sailor', 'Red soldier', 'Krusty Krab commercial crew member (formerly)', 'Camper', 'Pat-A-Thon caller', ""Buxton's servant"", 'Choir singer', 'Truck driver', 'Football player', 'Student', 'Doctor']","Bikini Bottom, Pacific Ocean",Male,Faded brown,Black,"['Dee Bradley Baker', 'Mark Fite (""Porous Pockets"")']",,Fish,,,
Incidental 109,https://spongebob.fandom.com/wiki/Incidental_109,"""Valentine's Day""","['""Momageddon"" (SpongeBob SquarePants)', '""Day of the Dartfish"" (The Patrick Star Show)']",Camper,"Bikini Bottom, Pacific Ocean",Male,Green,Black,,,Fish,,,
Incidental 110,https://spongebob.fandom.com/wiki/Incidental_110,"""Valentine's Day""","['""BassWard"" (SpongeBob SquarePants)', '""Patrick Show Land"" (The Patrick Star Show)']","['Advertising bike rider', 'Navy sailor', 'Bikini Bottom News cameraman']","['Bikini Bottom, Pacific Ocean', 'Cemetery']",Male,Dark green,Black,"['Dee Bradley Baker (""Something Smells"")', 'Tom Kenny (""Feral Friends"")']",,Fish,,,
Incidental 111,https://spongebob.fandom.com/wiki/Incidental_111,"""Valentine's Day""","['""My Friend Patty"" (SpongeBob SquarePants)', '""Day of the Dartfish"" (The Patrick Star Show)']",GrandPat cream puffs seller,"['Bikini Bottom, Pacific Ocean', 'Cemetery (Incidental 111Zombie)']",Male,"['Orange', 'Tan', 'Peach']",White with black pupils,Doug Lawrence,,Fish,,,
Incidental 112,https://spongebob.fandom.com/wiki/Incidental_112,"""Valentine's Day""",Good Times!,,"Bikini Bottom, Pacific Ocean",Female,"['Brownish-gray', 'Rosy brown', 'Hot pink']",White with black pupils,,,Fish,,,
Incidental 113,https://spongebob.fandom.com/wiki/Incidental_113,,,,"Bikini Bottom, Pacific Ocean",Unknown,"['Teal', 'Mint', 'Dark teal']",White with black pupils,,"""Valentine's Day""",Fish,,,
Incidental 139,https://spongebob.fandom.com/wiki/Incidental_139,,,Vendor,"Bikini Bottom, Pacific Ocean",Male,Purple,White with black pupils,Tom Kenny,"""Valentine's Day""",Fish,,,
Incidental 142,https://spongebob.fandom.com/wiki/Incidental_142,"""Valentine's Day"" (as a kid fish at park)","['""Sandy, Help Us!"" (SpongeBob SquarePants)', '""The Patrick Show Cashes In"" (The Patrick Star Show)']",Student,"['Bikini Bottom, Pacific Ocean', 'New Kelp City']",Female,"['Olive green', 'Dark olive green']",Black,,,Fish,,,
Incidental 143,https://spongebob.fandom.com/wiki/Incidental_143,"""Valentine's Day"" (as one of the kid fish at park)","['""Slappy Daze"" (SpongeBob SquarePants)', '""Patrick\'s Prison Pals"" (The Patrick Star Show)']",,"Bikini Bottom, Pacific Ocean",Male,"['Blue', 'Dark blue']",Black,,,Fish,,,
Incidental 144,https://spongebob.fandom.com/wiki/Incidental_144,"""Valentine's Day"" (as one of the kid fish at park)","['""My Friend Patty"" (SpongeBob SquarePants)', '""Pick Patrick\'s Path"" (The Patrick Star Show)']",,"['Bikini Bottom, Pacific Ocean', 'New Kelp City']",Male,"['Beige', 'Dark tan']",Black,,,Fish,,,
Mr. Paper,https://spongebob.fandom.com/wiki/Mr._Paper,,,,,,,,,"""The Paper""",,,,
Lil' Squidward,https://spongebob.fandom.com/wiki/Lil%27_Squidward,,,,,,,,,"""The Paper""",,,,
Merriwether Williams,https://spongebob.fandom.com/wiki/Merriwether_Williams,,,,,Female,,,,,,,,
Carolyn Lawrence,https://spongebob.fandom.com/wiki/Carolyn_Lawrence,,,,,Female,,,,,,,,
Jill Talley,https://spongebob.fandom.com/wiki/Jill_Talley,,,,,Female,,,,,,,,
Lori Alan,https://spongebob.fandom.com/wiki/Lori_Alan,,,,,,,,,,,,,
Incidental 41,https://spongebob.fandom.com/wiki/Bus_driver,"""Ripped Pants"" (as one of the fish at snack bar)","['Saving Bikini Bottom: The Sandy Cheeks Movie (storyboard) (SpongeBob SquarePants)', '""Game Night"" (pictured) (Kamp Koral: SpongeBob\'s Under Years)', '""Patrick Show Land"" (The Patrick Star Show)']","['Bus driver', 'Police officer', 'Preacher', 'Choir Boy', 'SWAT Team member', 'Store clerk', 'Guppies R Us employee', 'Bank of Bikini Bottom Bank security guard', 'Executive (BusinessFish 41)', 'Sailor', 'Reef Cinema employee', 'Glove World! employee', 'Camera man', 'Lumberjack', 'Jellyfish convention announcer', 'Railroad dispatcher', 'Drum player', 'Football player', 'Battle re-enactor', 'Blue soldier', 'A No. 1 Wreckers operator', 'Actor', 'Salesman', 'Garbage truck driver', 'Collector', 'Krusty Krab commercial crew member (formerly)', 'Snail-Po World Headquarters businessman', 'The Real Mermaid Man and Barnacle Boy Movie crew member', 'Pilot', 'Kelpshake employee', 'Soldier', 'Sheriff', ""Buxton's servant"", 'Miner', 'Piano player', 'Photographer', 'Racer', 'Krusty Krab Stadium sewer control employee', 'Judge', 'Superhero', ""Neptune's Paradise Security (Bus driver)"", 'Vending machine entrepreneur', 'Student', 'Cable repairman', 'Stair war solider']","['His trailer, Bikini Bottom, Pacific Ocean', 'New Kelp City', 'Bikini Bottomshire', 'Dead Eye Gulch', 'Binary Bottom (RobotInc 1)', 'Cemetery']",Male,"['Yellow-tan', 'Lavender', 'Dark purple', 'Light green']",Black,"['Doug Lawrence (""Big Pink Loser,"" ""I\'m Your Biggest Fanatic,"" ""Procrastination,"" ""My Pretty Seahorse,"" ""Idiot Box,"" ""Doing Time,"" ""Spongicus,"" ""For Here or to Go,"" ""Move It or Lose It,"" ""Squid Baby,"" ""Out of the Picture,"" ""Insecurity Guards,"" ""Plankton and the Beanstalk,"" ""FUN-Believable,"" and ""Allergy Attack!"")', 'Tom Kenny (""Artist Unknown,"" ""Missing Identity,"" ""Mermaid Man & Barnacle Boy VI: The Motion Picture,"" ""SquidBob TentaclePants,"" ""Mrs. Puff, You\'re Fired,"" ""Wigstruck,"" ""Slimy Dancing,"" ""A Life in a Day,"" ""Gullible Pants,"" ""Chum Bucket Supreme,"" ""The Play\'s the Thing,"" ""Big Sister Sam,"" ""Squiditis,"" ""Move It or Lose It,"" ""Evil Spatula,"" ""Tutor Sauce,"" ""Sandy\'s Nutmare,"" ""Snooze You Lose,"" ""Jolly Lodgers,"" ""SpongeBob\'s Bad Habit,""  ""Plane to Sea,"" and ""Hot Crossed Nuts"")', 'Rodger Bumpass (""Sandy, SpongeBob, and the Worm,"" ""Fungus Among Us,"" ""Boat Smarts,"" ""Roller Cowards,"" ""A Flea in Her Dome,"" ""Greasy Buffoons,"" ""SpongeBob\'s Last Stand,"" ""Are You Happy Now?,"" ""Free Samples,"" ""It Came from Goo Lagoon,"" ""The Sewers of Bikini Bottom,"" ""Larry\'s Gym,"" ""Married to Money,"" ""Salsa Imbecilicus,"" ""High Sea Diving,"" ""Stormy Weather,"" ""Say Awww!,"" and ""Hot Crossed Nuts"")', 'Thomas F. Wilson (""The Algae\'s Always Greener,"" ""I Had an Accident"")', 'Kent Osborne (""The Great Snail Race,"" and ""Best Served Cold"")', 'Mark Fite (""The Krusty Sponge,"" ""Banned in Bikini Bottom,"" ""Krusty Dogs,"" and ""Safe Deposit Krabs"")', 'Bill Fagerbakke (""Sing a Song of Patrick,"" ""The Two Faces of Squidward,"" ""The Splinter,"" ""No Hat for Pat,"" ""Tunnel of Glove,"" ""Move It or Lose It,"" ""Chatterbox Gary,"" ""The Krusty Bucket,"" and ""Patrick Show Land"")', 'Paul Tibbitt (""What Ever Happened to SpongeBob?"")', 'Clancy Brown (""Kenny the Cat,"" ""Cuddle E. Hugs,"" ""Surf N\' Turf,"" and ""The Yard Sale"")', 'John Gegenhuber (""Mind the Gap"" and ""Hiccup Plague"")', 'Carlos Alazraqui (""Tattoo Hullabaloo"" and ""Too Many Patricks"")']",,Fish,,,
Incidental 200,https://spongebob.fandom.com/wiki/Incidental_200,"""Rock Bottom""","""The Night Patty""",,"Rock Bottom, Pacific Ocean",Male,"['Purple', 'Orange', 'Green', 'Lavender', 'Red']",Green with red pupils,Dee Bradley Baker,,Anglerfish,,,
Incidental 201,https://spongebob.fandom.com/wiki/Incidental_201,"""Rock Bottom""","""Food PBFFT! Truck""",,"Rock Bottom Cemetery, Rock Bottom, Pacific Ocean",Male,"['Gray', 'Blue', 'Light gray']",White,Dee Bradley Baker,,Sawfish,,,
Incidental 202,https://spongebob.fandom.com/wiki/Incidental_202,"""Rock Bottom""",Comic Number 6,,"Rock Bottom, Pacific Ocean",Unknown,"['Lavender', 'Mint', 'Light mint', 'Dark mint', 'Yellow', 'Dark blue']",Dark mint with yellow pupils,,,Fangtooth,,,
Incidental 204,https://spongebob.fandom.com/wiki/Incidental_204,"""Rock Bottom""","""The Night Patty""",,"Rock Bottom, Pacific Ocean",Male,"['Red', 'Salmon', 'Pink', 'Dark red', 'Bright yellow']",Purple with pink pupils,Dee Bradley Baker,,Coelacanth/Dragonfish,,,
Incidental 205,https://spongebob.fandom.com/wiki/Incidental_205,"""Rock Bottom""",Minecraft x SpongeBob DLC,,"Rock Bottom, Pacific Ocean",Female,"['Purple', 'Violet', 'Pinkish-red', 'Dark lavender', 'Light lavender', 'Lavender']",Magenta with white pupils,Dee Bradley Baker,,Humpback anglerfish,,,
Incidental 206,https://spongebob.fandom.com/wiki/Incidental_206,"""Rock Bottom""","""Food PBFFT! Truck""",,"['237 Rock Bottom, Rock Bottom, Pacific Ocean', 'Rock Bottom Cemetery']",Unknown,"['Dark teal', 'Light teal', 'Dark green', 'Deep green', 'Neon green', 'Orange']",Light teal,Dee Bradley Baker,,Feeler fish,,,
Bert,https://spongebob.fandom.com/wiki/Bert_(Inc_211),"""Rock Bottom""",SpongeBob Simulator,,"237 Rock Bottom, Rock Bottom, Pacific Ocean",Male,"['Bright red', 'Pale red', 'Dark red', 'Violet', 'Red']",Beige with red pupils,Dee Bradley Baker,,Anglerfish,,,
Jojo,https://spongebob.fandom.com/wiki/Jojo,"""Rock Bottom""",Minecraft x SpongeBob DLC,Repairman,"['237 Rock Bottom, Rock Bottom, Pacific Ocean', 'Rock Bottom Cemetery']",Male,"['Orange', 'Pale orange', 'Pale yellow', 'Red orange', 'Turquoise', 'Dark teal']",Turquoise with pale yellow pupils,,,Viperfish,,,
Incidental 214,https://spongebob.fandom.com/wiki/Incidental_214,"""Rock Bottom""",SpongeBob Simulator,Meteorologist at WSEA TV,"Rock Bottom, Pacific Ocean",Female,"['Dark blue', 'Pale blue', 'Pale pink', 'Orange']",Yellow with dark red,Dee Bradley Baker,,Pelican eel,,,
Incidental 220,https://spongebob.fandom.com/wiki/Incidental_220,"""Rock Bottom""",Sandy's Shrubbery Shakedown 2,,"Rock Bottom, Pacific Ocean",Unknown,"['Jungle green', 'Light green', 'Dark green', 'Orange']",Pale blue with indigo pupils,Dee Bradley Baker,,Sea toad,,,
Incidental 221,https://spongebob.fandom.com/wiki/Incidental_221,"""Rock Bottom""",SpongeBob: Patty Pursuit,,"Rock Bottom, Pacific Ocean",Female,"['Dark yellow', 'Olive green', 'Dark olive green', 'Mustard yellow', 'Violet', 'Purple', 'Reddish-orange']",Olive green and mustard yellow with white pupils,Dee Bradley Baker,,Anglerfish,,,Three baby fish
Incidental 222,https://spongebob.fandom.com/wiki/Incidental_222,"""Rock Bottom""",SpongeBob Simulator,"['Bus manager at the Rock Bottom bus station', 'WSEA TV receptionist']","237 Rock Bottom, Rock Bottom, Pacific Ocean",Male,"['Deep green', 'Olive green', 'Dark olive green', 'Dark red', 'Hot pink', 'Dark pink', 'Neon green']",Light yellow with a red iris and dark red pupil,"['Doug Lawrence (""Rock Bottom"")', 'Tom Kenny (""Food PBFFT! Truck"")']",,Fish,,,
Soil,https://spongebob.fandom.com/wiki/Soil,"""Rock Bottom""",Employee of the Month,,,Unknown,Light green,Black and light yellow,Dee Bradley Baker,,Soil,,,
Three baby fish,https://spongebob.fandom.com/wiki/Three_baby_fish,,,,"Rock Bottom, Pacific Ocean",,Pale yellow,Olive green and light yellow,,"""Rock Bottom""",Anglerfish,,Incidental 221,
Grandpa SquarePants,https://spongebob.fandom.com/wiki/Grandpa_SquarePants,"""Rock Bottom"" (mentioned)",SpongeBob Airpants: The Lost Episode (mentioned/shown in thought bubble),,"Bikini Bottom, Pacific Ocean",Male,Pale yellow with light olive green holes,Pale blue,Tom Kenny,,Sea sponge (Aplysina fistularis),Grandma SquarePants (wife),Unnamed mother (possibly),"['Harold SquarePants (son)', 'Captain Blue SquarePants (son)', 'Sherm SquarePants (son)', 'At Least 4 or 3 more children']"
Flats the Flounder,https://spongebob.fandom.com/wiki/Flats_the_Flounder,"""SpongeBob SquarePants (pitch bible)”","""SpongeBob on Parade""",,"Bikini Bottom, Pacific Ocean",Male,Light olive-green,Beige with black pupils,Thomas F. Wilson,,Flounder,,Flats' dad,
Eel,https://spongebob.fandom.com/wiki/Eel,"""Walking Small""","""Fun & Done!""",Member of the Empty Head Society,"Bikini Bottom, Pacific Ocean",Male,"['Olive green', 'Light green']",Light yellow with black pupils,"['Carlos Alazraqui (""Walking Small"")', 'Alan Smart (""Enchanted Tiki Dreams"")']",,Electric eel,,,
Octopus vendor,https://spongebob.fandom.com/wiki/Octopus_vendor,"""Walking Small""","""Don't Make Me Laugh""",Food vendor,"Bikini Bottom, Pacific Ocean",Male,Light purple,Black,Dee Bradley Baker,,Octopus,,,
Little girl,https://spongebob.fandom.com/wiki/Little_girl,"""Walking Small""","""Dirty Bubble Returns""",,"Bikini Bottom, Pacific Ocean",Female,Light-green,,Sirena Irwin,,Fish,,,
Goo Lagoon,https://spongebob.fandom.com/wiki/Goo_Lagoon,"""Ripped Pants""","""Tattoo Hullabaloo""",,,,,,,,,,,
Mrs. Tentacles,https://spongebob.fandom.com/wiki/Mrs._Tentacles,"['""Fools in April"" (dream counterpart)', '""Krusty Towers"" (physical)']","""Momageddon""",,"Mrs. Tentacles' house, Bikini Bottom, Pacific Ocean",Female,"['Light turquoise', 'Dark turquoise (""Momageddon"")']",Light yellow with brownish-red irises/pupils,"['Rodger Bumpass', 'Dee Bradley Baker (""Fools in April"")']",,Octopus,Jeff Tentacles (husband),,"['Squidward Tentacles (son)', 'SpongeBob SquarePants and Patrick Star (adopted sons)']"
